# file produced from stan branch - Group-Studies---Exoplanets\Code\filtering_code_stan.ipynb
# on 22/01/2026 at 15:08
#
# WHAT HAS BEEN DONE/FILTERED
# kept only the columns needed for analysis and uncertainty calculations
# removed planets with no measured mass, zero/invalid mass uncertainties, or flagged as mass limits
# removed planets with no measured radius, zero/invalid radius uncertainties, or flagged as radius limits
# removed planets where the host star has missing radius, mass, temperature, metallicity, or j-mag
# removed planets flagged as controversial
# removed planets where stellar temperature, radius, semi-major axis, or j-mag uncertainties are missing or zero
#
#^note: doing the line above takes out 70 planets almost all from sm axis Unc
# which are all kepler planets so faint anyway so low TSM a lot of the 
# existing values for sm axis come from KOI catalogue rather than confirmed planet catalogue
#
# computed average uncertainties for mass, radius, stellar temp, stellar radius, semi-major axis, and j-mag
# computed planet surface gravity in cgs units
# computed absolute error on planet gravity from mass and radius uncertainties
# filtered planets to only those with radii between 1.5 and 4 earth radii (sub-neptunes)
# computed equilibrium temperature (teq) assuming full heat redistribution and a bond albedo of 0.3
# computed fractional uncertainties for teq based on stellar and orbital uncertainties
# computed transmission spectroscopy metric (tsm) for each planet
# computed fractional uncertainties for tsm based on planet, stellar, and teq uncertainties
#
# INDEXED COLUMNS
#
# COLUMN pl_name:             Planet Name
# COLUMN pl_orbper:           Orbital Period [days]
# COLUMN pl_orbsmax:          Orbit Semi-Major Axis [au]
# COLUMN pl_bmasse:           Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_rade:             Planet Radius [Earth Radius]
# COLUMN pl_radelim:          Planet Radius Limit Flag
# COLUMN pl_radeerr1:         Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:         Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_trandep:          Transit Depth [%]
# COLUMN pl_trandur:          Transit Duration [hours]
# COLUMN pl_bmasselim:        Planet Mass or Mass*sin(i) Limit Flag
# COLUMN pl_bmasseerr2:       Planet Mass or Mass*sin(i) Lower Unc. [Earth Mass]
# COLUMN pl_bmasseerr1:       Planet Mass or Mass*sin(i) Upper Unc. [Earth Mass]
# COLUMN pl_orbeccen:         Orbital Eccentricity
# COLUMN pl_orbincl:          Orbital Inclination [deg]
# COLUMN st_rad:              Stellar Radius [Solar Radius]
# COLUMN st_mass:             Stellar Mass [Solar Mass]
# COLUMN st_teff:             Stellar Effective Temperature [K]
# COLUMN pl_ratror:           Ratio of Planet Radius to Stellar Radius
# COLUMN st_met:              Stellar Metallicity [dex]
# COLUMN st_metlim:           Stellar Metallicity Limit Flag
# COLUMN sy_jmag:             J (2MASS) Magnitude
# COLUMN discoverymethod:     Discovery Method
# COLUMN pl_controv_flag:     Controversial Flag
# COLUMN st_tefferr1:         Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:         Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_raderr1:          Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:          Stellar Radius Lower Unc. [Solar Radius]
# COLUMN pl_orbsmaxerr1:      Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2:      Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN sy_jmagerr1:         J Magnitude Upper Unc.
# COLUMN sy_jmagerr2:         J Magnitude Lower Unc.
# COLUMN pl_bmasseerr_avg:    Planet Mass 1σ Average Error [Earth Mass]
# COLUMN pl_radeerr_avg:      Planet Radius 1σ Average Error [Earth Radius]
# COLUMN st_tefferr_avg:      Stellar Effective Temperature 1σ Average Error [K]
# COLUMN st_raderr_avg:       Stellar Radius 1σ Average Error [Solar Radius]
# COLUMN pl_orbsmaxerr_avg:   Orbit Semi-Major Axis 1σ Average Error [au]
# COLUMN sy_jmagerr_avg:      J Magnitude 1σ Average Error
# COLUMN g_planet_cgs:        Planet Surface Gravity [cm/s²]
# COLUMN g_planet_cgs_err:    Planet Surface Gravity 1σ Error [cm/s²]
# COLUMN pl_Teq:              Planet Equilibrium Temperature [K]
# COLUMN pl_Teq_err:          Planet Equilibrium Temperature 1σ Error [K]
# COLUMN pl_tsm:              Transmission Spectroscopy Metric (TSM)
# COLUMN pl_tsm_err:          TSM 1σ Error
#
pl_name,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_radelim,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_bmasselim,pl_bmasseerr2,pl_bmasseerr1,pl_orbeccen,pl_orbincl,st_rad,st_mass,st_teff,pl_ratror,st_met,st_metlim,sy_jmag,discoverymethod,pl_controv_flag,st_tefferr1,st_tefferr2,st_raderr1,st_raderr2,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_jmagerr1,sy_jmagerr2,pl_bmasseerr_avg,pl_radeerr_avg,st_tefferr_avg,st_raderr_avg,pl_orbsmaxerr_avg,sy_jmagerr_avg,g_planet_cgs,g_planet_cgs_err,pl_Teq,pl_Teq_err,pl_tsm,pl_tsm_err
TOI-1130 b,4.074554,0.0453,19.8,3.66,0.0,0.03,-0.04,0.2650095,1.8373729,0.0,-0.3,0.2,0.052162,87.49,0.697,0.745,4360.0,0.048,0.11,0.0,9.055,Transit,0.0,108.0,-108.0,0.005,-0.004,0.0001,-0.0002,0.023,-0.023,0.25,0.035,108.0,0.0045000000000000005,0.00015000000000000001,0.023,1451.4876066712116,33.264544943738244,754.330629142087,18.88459739652413,76.0473739536536,3.3044495116213137
TOI-1136 b,4.1727,0.05106,3.5,1.9,0.0,0.21,-0.15,,2.07,0.0,-0.7,0.8,0.027,86.4,0.968,1.022,5770.0,0.018,0.07,0.0,8.363,Transit,0.0,50.0,-50.0,0.036,-0.036,0.0009,-0.0009,0.02,-0.02,0.75,0.18,50.0,0.036,0.0009,0.02,952.0749859220609,272.3311341420795,1108.1053498043898,24.74174820657055,62.05740921493206,22.615627917791556
TOI-1136 c,6.2574,0.0669,6.32,2.879,0.0,0.06,-0.062,0.0813,3.4880319,0.0,-1.3,1.1,0.11,88.8,0.968,1.022,5770.0,0.02725,0.07,0.0,8.363,Transit,0.0,50.0,-50.0,0.036,-0.036,0.0005,-0.0005,0.02,-0.02,1.2000000000000002,0.061,50.0,0.036,0.0005,0.02,748.7624576060178,145.6677388172651,968.0736471778304,20.186859438498992,106.11470457862127,22.794746180261036
TOI-1136 e,18.801,0.14,6.07,2.639,0.0,0.072,-0.088,0.04706732,4.4632032,0.0,-1.01,1.09,0.0425,89.2,0.968,1.022,5770.0,0.02497,0.07,0.0,8.363,Transit,0.0,50.0,-50.0,0.036,-0.036,0.002,-0.002,0.02,-0.02,1.05,0.07999999999999999,50.0,0.036,0.002,0.02,855.8944755301179,156.88480122102754,669.2023216780261,14.537056255629473,57.90375778481204,12.184935260579827
TOI-1136 f,26.321,0.174,9.7,3.73591482,0.0,0.08619766,-0.07925738,0.08,5.1779232,0.0,-3.7,3.9,0.001,89.3,0.968,1.022,5770.0,0.03577715,0.07,0.0,8.363,Transit,0.0,50.0,-50.0,0.036,-0.036,0.002,-0.002,0.02,-0.02,3.8,0.08272752,50.0,0.036,0.002,0.02,682.4771503318548,269.0652479974543,600.2702678051772,12.788660633447407,93.67533401864435,37.93034071044586
TOI-1136 g,39.545,0.229,5.6,2.53,0.0,0.11,-0.12,,5.8,0.0,-3.2,4.1,0.04,89.5,0.968,1.022,5770.0,0.0239,0.07,0.0,8.363,Transit,0.0,50.0,-50.0,0.036,-0.036,0.003,-0.003,0.02,-0.02,3.65,0.11499999999999999,50.0,0.036,0.003,0.02,859.1268600799614,565.3871243600124,523.2433477775272,11.268237230100473,43.2411347841155,28.990937149359205
TOI-1180 b,9.686760378,0.080799,10.0,3.072,0.0,0.27,-0.243,0.1669,2.749,0.0,-5.4,5.3,0.0,,0.73,0.75,4738.0,0.0385,0.067,0.0,9.237001,Transit,0.0,139.0,-139.0,0.05,-0.05,0.003211,-0.003482,0.021,-0.021,5.35,0.2565,139.0,0.05,0.0033464999999999996,0.021,1040.5618271535966,583.1895489778291,628.1472438958745,31.170016589833672,62.15687075089686,37.82338839947597
TOI-1184 b,5.748433803,0.056027,6.8,2.39,0.0,0.25,-0.234,0.1041,1.8879,0.0,-2.3,2.3,0.0,,0.69,0.71,4534.0,0.0318,0.017,0.0,8.981,Transit,0.0,128.0,-128.0,0.06,-0.06,0.00215,-0.002333,0.024,-0.024,2.3,0.242,128.0,0.06,0.0022415,0.024,1169.0239893966818,460.85885299947483,701.8031964389407,38.995930105828606,59.61732639363281,29.214443720588037
TOI-1201 b,2.4919863,0.0287,6.28,2.415,0.0,0.091,-0.09,0.20939594,1.747,0.0,-0.88,0.84,0.0,88.11,0.508,0.512,3476.0,0.04383,0.05,0.0,9.528,Transit,0.0,51.0,-51.0,0.016,-0.016,0.0012,-0.0012,0.042,-0.042,0.86,0.0905,51.0,0.016,0.0012,0.042,1057.3911863258195,165.07002519931095,645.0281088097277,19.35435610682537,87.78362736670196,16.80191470158545
TOI-1203 b,4.1572888,0.04869,3.51,1.52,0.0,0.045,-0.046,,1.911,0.0,-0.32,0.33,0.067,84.29,1.179,0.886,5737.0,0.01182,-0.39,0.0,7.411,Radial Velocity,0.0,62.0,-62.0,0.011,-0.011,0.00094,-0.00095,0.021,-0.021,0.325,0.0455,62.0,0.011,0.000945,0.021,1491.867500261801,164.49566785302494,1245.1733876336937,18.995592419502998,37.20458053988982,4.895244071916311
TOI-1203 d,25.502672,0.1632,7.39,2.918,0.0,0.046,-0.045,0.05583759,6.153,0.0,-0.62,0.62,0.032,89.22,1.179,0.886,5737.0,0.02269,-0.39,0.0,7.411,Transit,0.0,62.0,-62.0,0.011,-0.011,0.0031,-0.0032,0.021,-0.021,0.62,0.0455,62.0,0.011,0.00315,0.021,852.2836867031795,76.28431201151666,680.1264115355455,10.352471217551152,69.37187357995455,6.902546561413808
TOI-1231 b,24.245586,0.1288,15.4,3.65,0.0,0.16,-0.15,0.492,3.24,0.0,-3.3,3.3,0.087,89.73,0.476,0.485,3553.0,0.0701,0.041,0.0,8.876,Transit,0.0,51.0,-52.0,0.015,-0.014,0.0021,-0.0022,0.027,-0.027,3.3,0.155,51.5,0.014499999999999999,0.00215,0.027,1135.1292232228197,261.6509257345016,301.2650261527174,6.815154820772091,90.1784266997765,23.2594894531794
TOI-1235 b,3.444714,0.03845,6.69,1.69,0.0,0.08,-0.08,0.0645,2.094,0.0,-0.69,0.67,0.049,88.9,0.619,0.63,3997.0,0.02508,0.33,0.0,8.711,Transit,0.0,51.0,-51.0,0.019,-0.019,0.00037,-0.0004,0.02,-0.02,0.6799999999999999,0.08,51.0,0.019,0.00038500000000000003,0.02,2300.1863457667155,319.5092484441361,707.3579936499851,14.555295545878375,30.385228657221447,5.666320275047684
TOI-1238 c,3.294736,0.037,8.32,2.11,0.0,0.14,-0.14,0.111342,1.75,0.0,-1.88,1.9,0.15,88.38,0.58,0.59,4089.0,0.033,0.31,0.0,10.039,Transit,0.0,54.0,-54.0,0.02,-0.02,0.002,-0.002,0.02,-0.02,1.89,0.14,54.0,0.02,0.002,0.02,1835.1380001839443,482.794450063989,714.0657624837385,24.75788736071798,29.660386634605,9.250436515243559
TOI-1244 b,6.400316483,0.060694,6.6,2.467,0.0,0.24,-0.211,0.10266019,2.2098,0.0,-3.7,3.8,0.0,,0.721,0.73,4599.0,0.0311,0.034,0.0,10.075,Transit,0.0,123.0,-123.0,0.053,-0.053,0.002247,-0.00243,0.021,-0.021,3.75,0.22549999999999998,123.0,0.053,0.0023385,0.021,1064.9174636303037,635.614987914583,699.1431819950341,34.5161081934573,37.241713554823015,24.19772027697685
TOI-1249 b,13.079151,0.109,11.9,3.2710301,0.0,0.30687428,-0.18737301,0.1143,3.1451019,0.0,-5.1,5.2,0.0,,0.9785,1.0062,5497.0,0.03064683,0.297,0.0,9.536,Transit,0.0,69.0,-67.0,0.0175,-0.0164,0.002,-0.002,0.021,-0.021,5.15,0.247123645,68.0,0.01695,0.002,0.021,1092.1648442616104,500.6396909115601,726.4418705260559,12.835861151380252,35.36680581153522,17.33578497928626
TOI-125 b,4.65382,0.05186,9.5,2.726,0.0,0.075,-0.075,0.087,2.9616,0.0,-0.88,0.88,0.194,88.92,0.848,0.859,5320.0,0.0295,-0.02,0.0,9.466,Transit,0.0,39.0,-39.0,0.011,-0.011,0.00086,-0.00077,0.021,-0.021,0.88,0.075,39.0,0.011,0.000815,0.021,1255.400261673202,135.25989524612092,948.8580954147799,11.909987862595186,45.33504561550422,5.791071164085369
TOI-125 c,9.15059,0.0814,6.63,2.759,0.0,0.1,-0.1,0.0891,2.9544,0.0,-0.99,0.99,0.066,88.54,0.848,0.859,5320.0,0.02985,-0.02,0.0,9.466,Transit,0.0,39.0,-39.0,0.011,-0.011,0.0013,-0.0013,0.021,-0.021,0.99,0.1,39.0,0.011,0.0013,0.021,855.3038757190009,141.96922504480625,757.3651565115961,9.567162101498589,54.60911761498708,10.223186865842791
TOI-125 d,19.98,0.137,13.6,2.93,0.0,0.17,-0.17,0.1,3.1128,0.0,-1.2,1.2,0.168,88.795,0.848,0.859,5320.0,0.0317,-0.02,0.0,9.466,Transit,0.0,39.0,-39.0,0.011,-0.011,0.0022,-0.0022,0.021,-0.021,1.2,0.17,39.0,0.011,0.0022,0.021,1555.6574752956437,226.77927604009454,583.7907909207054,7.390783786772862,24.577599201470463,4.854291143590871
TOI-1260 b,3.127463,0.0367,8.56,2.41,0.0,0.05,-0.05,0.1082,2.06,0.0,-1.54,1.54,0.0,89.03,0.672,0.679,4227.0,0.0329,-0.1,0.0,9.698,Transit,0.0,85.0,-85.0,0.01,-0.01,0.0011,-0.0011,0.023,-0.023,1.54,0.05,85.0,0.01,0.0011,0.023,1447.2714403760838,267.2091789521189,797.7959315744145,20.86990491134148,41.831282456874405,8.146102860904312
TOI-1260 c,7.493134,0.0657,13.2,2.76,0.0,0.07,-0.07,0.1421,1.97,0.0,-4.23,4.23,0.0,87.97,0.672,0.679,4227.0,0.0377,-0.1,0.0,9.698,Transit,0.0,85.0,-85.0,0.01,-0.01,0.002,-0.002,0.023,-0.023,4.23,0.07,85.0,0.01,0.002,0.023,1701.6337064976617,552.0853587746989,596.2689088689867,15.678530242882452,30.936195468360825,10.268286478458938
TOI-1260 d,16.608164,0.1116,11.84,3.12,0.0,0.08,-0.08,0.1808,3.19,0.0,-7.79,7.79,0.0,89.14,0.672,0.679,4227.0,0.0425,-0.1,0.0,9.698,Transit,0.0,85.0,-85.0,0.01,-0.01,0.0033,-0.0033,0.023,-0.023,7.79,0.08,85.0,0.01,0.0033,0.023,1194.408339152904,788.231524532845,457.50174204602473,11.915440593532109,38.22753153944346,25.37102880061021
TOI-1266 b,10.8945,0.073,4.46,2.52,0.0,0.08,-0.08,0.31683854,2.1288,0.0,-0.69,0.69,0.039,89.13,0.4232,0.437,3563.0,0.0545,-0.109,0.0,9.706,Transit,0.0,77.0,-77.0,0.0077,-0.0079,0.0011,-0.0011,0.023,-0.023,0.69,0.08,77.0,0.0078000000000000005,0.0011,0.023,689.6743745427391,115.33444246229168,378.38611098088614,9.335681317292563,109.36571020101765,20.48520538363374
TOI-1266 c,18.8027,0.105,3.17,1.98,0.0,0.1,-0.1,0.16867881,1.951,0.0,-0.76,0.76,0.071,89.17,0.4232,0.437,3563.0,0.0429,-0.109,0.0,9.706,Transit,0.0,77.0,-77.0,0.0077,-0.0079,0.0017,-0.0017,0.023,-0.023,0.76,0.1,77.0,0.0078000000000000005,0.0017,0.023,794.0341740927522,206.5740123991675,315.5018915614036,7.840039452668463,62.23253656964601,17.877563040680663
TOI-1269 b,4.2529913,0.0496,6.4,2.40144286,0.0,0.15036543,-0.0739539,0.0758585,2.6216334,0.0,-2.9,3.0,0.0,,0.8521,0.9027,5499.0,0.02583749,-0.049,0.0,10.303,Transit,0.0,63.0,-60.0,0.0144,-0.0131,0.0009,-0.001,0.02,-0.02,2.95,0.11215966499999999,61.5,0.01375,0.00095,0.02,1089.7974103394822,512.539554271315,1005.3010337026645,16.878508767537205,32.83389024248757,15.866073921421211
TOI-1279 b,9.61419,0.085,10.6,2.66146528,0.0,0.13795921,-0.10646515,0.09336533,2.7649671,0.0,-2.5,2.5,0.0,,0.8426,0.8784,5457.0,0.02895831,-0.079,0.0,9.334,Transit,0.0,67.0,-68.0,0.0138,-0.0128,0.002,-0.002,0.022,-0.022,2.5,0.12221218,67.5,0.0133,0.002,0.022,1469.5168420096015,371.93307207489244,757.8149755895965,14.252133013748619,32.50479029763192,8.964183610684168
TOI-132 b,2.1097019,0.026,22.4,3.42,0.0,0.13,-0.14,0.13097297,2.1344043,0.0,-1.92,1.9,0.059,85.03,0.9,0.97,5397.0,0.0356,0.16,0.0,10.141,Transit,0.0,46.0,-46.0,0.02,-0.02,0.002,-0.003,0.022,-0.022,1.91,0.135,46.0,0.02,0.0025,0.022,1880.6419475003672,218.53750856242337,1400.5382162090598,70.13177707914791,37.038229163477624,5.958390903598155
TOI-1347 b,0.84742346,0.0171,11.1,1.8,0.0,0.1,-0.1,0.04243933,0.8769615,0.0,-1.2,1.2,0.0,79.5,0.83,0.913,5464.0,0.02039,0.04,0.0,10.011,Transit,0.0,100.0,-100.0,0.03,-0.03,0.0003,-0.0003,0.02,-0.02,1.2,0.1,100.0,0.03,0.0003,0.02,3364.2501552806793,521.5460424807349,1679.0346035703087,45.62846697700039,16.053456056806294,3.424853385893766
TOI-1408 c,2.1664,0.03587,7.6,2.22,0.0,0.06,-0.06,0.0087,2.67,0.0,-0.2,0.2,0.1353,82.6,1.53,1.312,6117.0,0.0134,0.25,0.0,8.365,Transit Timing Variations,0.0,31.0,-31.0,0.02,-0.02,8e-05,-8e-05,0.018,-0.018,0.2,0.06,31.0,0.02,8e-05,0.018,1514.3210380510423,91.04031501906182,1762.0834516564619,14.70523676284003,28.99075242406681,2.6073177856731515
TOI-1410.01,1.21687,0.0207,12.5,3.10083009,0.0,0.22026793,-0.1612362,0.124,1.1120799,0.0,-1.0,1.1,0.0,,0.7558,0.7941,4635.0,0.03761441,0.328,0.0,9.251,Transit,0.0,52.0,-52.0,0.024,-0.02,0.0004,-0.0004,0.022,-0.022,1.05,0.190752065,52.0,0.022,0.0004,0.022,1276.6280606412622,190.18371483823196,1235.3100496803152,25.646862614629296,93.21720246548018,19.782549463857894
TOI-1416 b,1.0697568,0.019,3.48,1.62,0.0,0.08,-0.08,0.0455,1.5,0.0,-0.47,0.47,0.0,85.7,0.793,0.798,4884.0,0.01873,0.08,0.0,8.266,Transit,0.0,70.0,-70.0,0.036,-0.028,0.0003,-0.0003,0.024,-0.024,0.47,0.08,70.0,0.032,0.0003,0.024,1302.1455389141097,217.87167906722127,1391.6929060269451,36.15297808155505,75.70653746875769,16.499662473204776
TOI-1422 b,12.99894,0.107,9.5,3.83,0.0,0.11,-0.11,0.13395838,4.46,0.0,-1.9,2.0,0.2,89.53,1.019,0.9903,5840.0,0.0356,-0.028,0.0,9.585,Transit,0.0,62.0,-62.0,0.014,-0.013,0.003,-0.003,0.022,-0.022,1.95,0.11,62.0,0.0135,0.003,0.022,635.9696197338213,135.5562368057999,794.9064396922664,14.937299358257246,70.15365999007705,15.798544726678546
TOI-1422 c,34.5633,0.205,14.0,2.61,0.0,0.14,-0.14,,6.12,0.0,-3.0,3.0,0.2,89.77,1.019,0.9903,5840.0,,-0.028,0.0,9.585,Radial Velocity,0.0,62.0,-62.0,0.014,-0.013,0.005,-0.005,0.022,-0.022,3.0,0.14,62.0,0.0135,0.005,0.022,2018.1680827813097,483.63367463920235,574.2896291537289,10.034616624190123,10.713876528410678,2.8932126292422673
TOI-1437 b,18.840942,0.14,9.6,2.24,0.0,0.23,-0.22,0.0331,4.65,0.0,-3.3,3.9,0.17,89.53,1.17,1.1,6008.0,0.01746,-0.4924,0.0,8.177,Transit,0.0,113.0,-113.0,0.11,-0.12,0.018,-0.017,0.027,-0.027,3.5999999999999996,0.225,113.0,0.11499999999999999,0.0175,0.027,1878.821446344008,799.2899059929833,766.0670837780044,62.58941965068489,19.11342187110846,10.057808699640045
TOI-1438 b,5.13967,0.0553,9.4,3.04,0.0,0.19,-0.19,0.07695997,1.04,0.0,-1.8,1.8,0.0,86.21,0.82,0.876,5230.0,0.0341,0.03,0.0,9.584,Transit,0.0,60.0,-60.0,0.017,-0.017,0.0015,-0.0015,0.018,-0.018,1.8,0.19,60.0,0.017,0.0015,0.018,998.8286682664478,228.40915498312557,888.288448402286,18.26944741436267,61.210957991255945,16.655158083859337
TOI-1438 c,9.428089,0.083,10.6,2.75,0.0,0.14,-0.14,0.0799,1.67,0.0,-2.1,2.1,0.0,87.61,0.82,0.876,5230.0,0.0308,0.03,0.0,9.584,Transit,0.0,60.0,-60.0,0.017,-0.017,0.003,-0.003,0.018,-0.018,2.1,0.14,60.0,0.017,0.003,0.018,1376.4194157749644,306.59193351416934,725.0659889066452,17.24486282317936,32.79835143306418,8.357343150091836
TOI-1451 b,16.537944,0.127,15.2,2.61143902,0.0,0.13407193,-0.10283772,0.0608,3.0940434,0.0,-2.8,2.8,0.0,,1.0162,1.0022,5801.0,0.02356078,0.019,0.0,8.38,Transit,0.0,77.0,-78.0,0.0181,-0.0172,0.003,-0.003,0.019,-0.019,2.8,0.118454825,77.5,0.01765,0.003,0.019,2188.7397356671404,449.43109533649357,723.7666461040282,14.355431606722457,21.81759162134754,5.075951025740364
TOI-1452 b,11.06201,0.061,4.82,1.672,0.0,0.071,-0.071,0.309,1.7587777,0.0,-1.3,1.3,0.0,89.77,0.275,0.249,3185.0,,-0.07,0.0,10.604,Transit,0.0,50.0,-50.0,0.009,-0.009,0.003,-0.003,0.058,-0.058,1.3,0.071,50.0,0.009,0.003,0.058,1693.108556723854,478.7518316442029,298.2763576302287,9.977290192631646,36.49100039460706,11.252528723971503
TOI-1468 c,15.532477,0.08608,4.1,2.126,0.0,0.092,-0.093,0.276,1.86,0.0,-1.1,1.1,0.111,89.22,0.3714,0.3527,3376.0,0.0526,-0.01,0.0,9.343,Transit,0.0,45.0,-44.0,0.01,-0.01,0.00065,-0.00065,0.021,-0.021,1.1,0.0925,44.5,0.01,0.00065,0.021,890.7742391057014,251.24425048152688,309.3002161642257,5.94341003273972,89.6133873262774,27.237286096427706
TOI-1470 b,2.527093,0.0285,7.32,2.18,0.0,0.04,-0.04,0.1814,1.28,0.0,-1.24,1.21,0.3,87.42,0.469,0.471,3709.0,0.0426,0.0,0.0,10.154,Transit,0.0,11.0,-11.0,0.003,-0.003,0.0004,-0.0004,0.024,-0.024,1.225,0.04,11.0,0.003,0.0004,0.024,1512.5453556090545,259.1384372575274,663.6342468665418,5.483351370582019,50.12011388602954,8.879902499091003
TOI-1470 c,18.08816,0.106,7.24,2.47,0.0,0.02,-0.02,0.2315,2.7,0.0,-2.77,2.87,0.5,89.47,0.469,0.471,3709.0,0.0481,0.0,0.0,10.154,Transit,0.0,11.0,-11.0,0.003,-0.003,0.001,-0.001,0.024,-0.024,2.8200000000000003,0.02,11.0,0.003,0.001,0.024,1165.3462211455146,454.297722981886,344.1107871733754,2.2107537600817704,38.21865862207888,14.931202562534741
TOI-1472 c,15.5381747,0.116,21.13,3.334,0.0,0.08,-0.08,,2.83,0.0,-0.99,0.96,0.172,88.906,0.84,0.87,5100.0,0.036,0.27,0.0,9.794,Radial Velocity,0.0,50.0,-50.0,0.02,-0.02,0.003,-0.003,0.021,-0.021,0.975,0.08,50.0,0.02,0.003,0.021,1866.7175847625401,124.27696933490853,605.3252492751924,12.182715977534217,21.175685415486914,2.125731660909343
TOI-1634 b,0.9893455,0.01545,7.57,1.773,0.0,0.077,-0.077,0.1323,1.027,0.0,-0.72,0.71,0.0,86.98,0.45,0.451,3472.0,0.0356,0.19,0.0,9.484,Transit,0.0,70.0,-70.0,0.016,-0.016,0.00014,-0.00014,0.021,-0.021,0.715,0.077,70.0,0.016,0.00014,0.021,2364.7689853193933,303.44258764239595,826.4749531597515,22.528904600862443,48.018162988576016,8.561435246426335
TOI-1648 b,7.331602,0.0694,7.4,2.54,0.0,0.14,-0.12,0.0893,1.54,0.0,-1.3,1.1,0.178,88.29,0.81,0.83,4850.0,0.0287,0.2,0.0,8.804,Transit,0.0,50.0,-50.0,0.02,-0.02,0.0016,-0.0017,0.032,-0.032,1.2000000000000002,0.13,50.0,0.02,0.00165,0.032,1126.353204694381,215.99739116907685,730.8234562128679,14.616692681266457,53.91162411072155,12.40294819912895
TOI-1691 b,16.736888935,0.129365,14.6,3.66,0.0,0.236,-0.207,0.0989,4.9804,0.0,-5.3,5.4,0.0,,1.0,1.03,5759.0,0.03335,0.052,0.0,8.935,Transit,0.0,187.0,-187.0,0.05,-0.05,0.005726,-0.006268,0.026,-0.026,5.35,0.22149999999999997,187.0,0.05,0.005997000000000001,0.026,1070.2888412828124,413.0362748038101,706.2307888264777,33.249957348875554,49.573207216984294,21.008755657828317
TOI-1695 b,3.1342791,0.033548,6.36,1.9,0.0,0.16,-0.14,0.1236,1.311,0.0,-1.0,1.0,0.097,87.2,0.515,0.513,3690.0,0.034,0.0,0.0,9.64,Transit,0.0,50.0,-50.0,0.015,-0.015,0.00026,-0.000268,0.024,-0.024,1.0,0.15000000000000002,50.0,0.015,0.000264,0.024,1730.0562601326594,385.50712570663416,637.6826905626073,12.930529007500052,38.56243086586808,11.225773262798883
TOI-1723 b,13.727012643,0.113496,10.4,3.435,0.0,0.244,-0.193,0.0901,4.2326,0.0,-4.8,5.2,0.0,,1.09,1.04,5777.0,0.02869,0.159,0.0,8.478,Transit,0.0,125.0,-125.0,0.05,-0.05,0.004471,-0.004861,0.024,-0.024,5.0,0.2185,125.0,0.05,0.004666,0.024,865.5460306311365,430.45052150103464,789.6475707848022,29.72237172754595,66.82472224993606,35.20278889640082
TOI-1736 b,7.073076,0.073,12.3,3.18175535,0.0,0.12195694,-0.09508409,0.0439,3.9825962,0.0,-1.4,1.5,0.0,87.3,1.4286,1.0373,5636.0,0.02041892,0.148,0.0,7.688,Transit,0.0,86.0,-80.0,0.0267,-0.0249,0.001,-0.001,0.02,-0.02,1.45,0.108520515,83.0,0.0258,0.001,0.02,1193.113769710873,162.50163116519116,1099.6964986623461,20.435666700765807,52.37894635952098,8.462332790439861
TOI-1742 b,21.269084,0.154,9.7,2.36507598,0.0,0.05691119,-0.051074,0.035,6.2918286,0.0,-1.9,1.9,0.3,,1.131,1.0861,5815.0,0.01917103,0.193,0.0,7.646,Transit,0.0,76.0,-73.0,0.0181,-0.0185,0.003,-0.003,0.018,-0.018,1.9,0.053992595000000004,74.5,0.0183,0.003,0.018,1702.9106128209323,342.5018301594173,695.0701310144931,12.52020364522045,27.608163562024824,5.823845812320784
TOI-1751 b,37.46852,0.215,19.5,2.9507845,0.0,0.11061818,-0.08190008,0.0429,7.6512325,0.0,-3.4,3.5,0.327,,1.3137,0.9382,5970.0,0.02059233,-0.373,0.0,8.251,Transit,0.0,86.0,-84.0,0.0251,-0.025,0.004,-0.004,0.021,-0.021,3.45,0.09625913,85.0,0.025050000000000003,0.004,0.021,2199.2263830359666,414.706890556809,650.8953458125882,12.690784042032139,14.23333283686289,2.944866949045702
TOI-1753 b,5.3846104,0.059,16.6,2.47852533,0.0,0.09834485,-0.07935468,0.06306901,3.1784345,0.0,-5.2,5.2,0.0,,0.9715,0.9483,5621.0,0.02338968,0.026,0.0,10.553,Transit,0.0,76.0,-72.0,0.0207,-0.0203,0.001,-0.001,0.024,-0.024,5.2,0.088849765,74.0,0.020499999999999997,0.001,0.024,2653.5768961572153,852.734763386025,1006.0439343904667,18.994009585944678,9.549351492776523,3.1951498712803743
